6403150013,Sedulang,6403150000,4
6403150011,Tunjungan,6403150000,4
6403150010,Muara Kaman Ulu,6403150000,4
6403150012,Muara Siran,6403150000,4
6403150017,Kupang Baru,6403150000,4
6403160001,Semayang,6403160000,4
6403160006,Teluk Bingkai,6403160000,4
6403160004,Tuana Tuha,6403160000,4
6403160003,Teluk Muda,6403160000,4
6403160008,Lamin Telihan,6403160000,4
6403160007,Lamin Pulut,6403160000,4
6403160005,Kahala,6403160000,4
6403160002,Tubuhan,6403160000,4
6403170005,Kelekat,6403170000,4
6403170004,Kembang Janggut,6403170000,4
6403170003,Hambau,6403170000,4
6403170002,Loa Sakoh,6403170000,4
6403170001,Genting Tanah,6403170000,4
6403170009,Bukit Layang,6403170000,4
6403170011,Perdana,6403170000,4
6403170006,Pulau Pinang,6403170000,4
6403170010,Muai,6403170000,4
6403170008,Long Beleh Modang,6403170000,4
6403170007,Long Beleh Haloq,6403170000,4
6403180002,Long Lalang,6403180000,4
6403180001,Gunung Sari,6403180000,4
6403180003,Muara Ritan,6403180000,4
6403180005,Buluk Sen,6403180000,4
6403180006,Umaq Dian,6403180000,4
6403180008,Umaq Tukung,6403180000,4
6403180010,Bila Talang,6403180000,4
6403180007,Muara Pedohon,6403180000,4
6403180011,Umaq Bekuai,6403180000,4
6403180019,Tukung Ritan,6403180000,4
6403180004,Ritan Baru,6403180000,4
6403180012,Sidomulyo,6403180000,4
6403180009,Kampung Baru,6403180000,4
6403180018,Muara Tuboq,6403180000,4
6403180016,Muara Kebaq,6403180000,4
6403180015,Muara Salung,6403180000,4
6403180013,Muara Tiq,6403180000,4
6403180017,Muara Belinau,6403180000,4
6403150015,Menamang Kanan,6403150000,4
6403180014,Tabang Lama,6403180000,4
6403010020,Karya Merdeka,6403010000,4
6403090014,Bendang Raya,6403090000,4
6403010023,Handil Baru Darat,6403010000,4
6403010015,Samboja Kuala,6403010000,4
6403010022,Kampung Lama,6403010000,4
6403050013,Sepakat,6403050000,4
6403050007,Rempanga,6403050000,4
6403050015,Sumber Sari,6403050000,4
6403080021,Sangkuliman,6403080000,4
6403100006,Sumber Sari,6403100000,4
6403150021,Cipari Makmur,6403150000,4
6403160009,Kahala Ilir,6403160000,4
6403100004,Sebulu Ulu,6403100000,4
